subject,block,rt,response,duration,hist,rsi
34,2,0.5136627,1,0.6,R,0.9
34,2,0.5175161,0,0.3,R,1.1
34,2,0.4463884,0,0.3,R,0.9
34,2,0.4657525,1,0.6,R,1.9
34,2,0.8660729,0,0.2,R,1.6
34,2,0.5413814,1,0.7,R,0.9
34,2,0.5206291,1,0.6,R,1.6
34,2,0.4413659,1,0.8,R,2.1
34,2,0.5140294,0,0.2,R,1.3
34,2,0.5451531,1,0.8,R,1.1
34,2,0.6375494,0,0.3,R,0.9
34,2,0.4186426,0,0.6,R,0.9
34,2,0.5212664,0,0.2,R,2.3
34,2,0.4301301,0,0.3,R,2.1
34,2,0.3541028,1,0.6,R,1.6
34,2,0.5340928,1,0.8,R,1.6
34,2,1.2786255,1,0.6,R,2.1
34,2,0.6171538,0,0.4,R,1.4
34,2,0.5013139,1,0.6,R,1.6
34,2,0.7931956,1,0.6,R,0.9
34,2,0.530062,0,0.2,R,1.9
34,2,0.7421559,0,0.2,R,1.8
34,2,0.5899763,1,0.6,R,1.6
34,2,1.0561844,0,0.4,R,2.1
34,2,0.3735656,1,0.8,R,2.3
34,2,0.8180091,0,0.4,R,1.9
34,2,0.7414326,1,0.3,R,1.8
34,2,0.6043913,0,0.2,R,1.8
34,2,0.5617152,0,0.3,R,2.1
34,2,0.7456621,0,0.2,R,1.1
34,2,0.5532637,1,0.6,R,2.1
34,2,0.8607617,1,0.5,R,1.8
34,2,0.4173836,1,0.8,R,0.9
34,2,0.5621437,0,0.4,R,1.3
34,2,0.5493066,1,0.5,R,0.9
34,2,0.652616,1,0.4,R,1.1
34,2,0.4137613,0,0.3,R,1.6
34,2,0.6857053,0,0.3,R,2.1
34,2,0.4981237,1,0.8,R,1.8
34,2,0.6336832,1,0.4,R,2.1
34,2,0.597287,1,0.5,R,2.3
34,2,0.6928892,0,0.2,R,2.1
34,2,0.5181181,1,0.7,R,1.9
34,2,0.6131837,1,0.5,R,2.3
34,2,0.5333148,1,0.8,R,1.1
34,2,0.4492377,1,0.7,R,2.3
34,2,0.4285305,1,0.5,R,1.8
34,2,0.265139,1,0.8,R,1.4
34,2,0.5772992,1,0.7,R,2.1
34,2,0.7615564,0,0.2,R,1.3
34,2,0.4212769,1,0.8,R,1.4
34,2,0.4981863,0,0.3,R,1.9
34,2,0.9975324,1,0.7,R,1.1
34,2,0.5013151,0,0.2,R,1.9
34,2,0.6300905,1,0.5,R,1.6
34,2,0.5731638,0,0.3,R,1.4
34,2,0.5136842,0,0.3,R,1.3
34,2,0.9571899,1,0.7,R,1.8
34,2,0.6372948,1,0.6,R,2.1
34,2,0.4183036,1,0.6,R,1.9
34,2,0.9980921,0,0.3,R,1.1
34,2,0.5571402,0,0.3,R,1.3
34,2,0.2329563,1,0.8,R,1.6
34,3,0.436146,0,0.3,R,2.1
34,3,0.3656559,1,0.5,R,2.3
34,3,0.6062498,0,0.3,R,1.3
34,3,0.4856932,1,0.8,R,1.3
34,3,1.0206344,0,0.2,R,1.9
34,3,0.6006663,1,0.6,R,2.1
34,3,0.3569132,1,0.7,R,1.3
34,3,0.3889402,1,0.6,R,1.6
34,3,0.4698807,1,0.4,R,2.1
34,3,0.4018365,1,0.6,R,2.1
34,3,0.4622641,1,0.5,R,1.6
34,3,0.3934429,1,0.8,R,1.1
34,3,1.4454792,0,0.3,R,1.4
34,3,0.5345879,1,0.3,R,2.3
34,3,0.3846828,1,0.4,R,2.1
34,3,0.6462167,0,0.3,R,1.3
34,3,0.4209394,0,0.3,R,1.1
34,3,0.4013498,1,0.6,R,1.1
34,3,0.4342629,0,0.2,R,1.1
34,3,0.3851616,1,0.8,R,1.9
34,3,0.3291694,1,0.8,R,1.9
34,3,0.5650523,0,0.2,R,1.9
34,3,0.461735,1,0.5,R,1.9
34,3,0.5411185,1,0.5,R,1.3
34,3,0.4252694,1,0.6,R,1.9
34,3,0.4265274,1,0.5,R,1.1
34,3,0.7409323,0,0.4,R,1.6
34,3,0.4533125,1,0.7,R,2.1
34,3,0.55365,1,0.4,R,2.1
34,3,0.3808357,1,0.5,R,2.1
34,3,0.2409976,1,0.7,R,2.3
34,3,0.4380676,1,0.7,R,2.3
34,3,0.433729,1,0.6,R,1.9
34,3,0.6577464,0,0.4,R,1.4
34,3,0.5016419,1,0.8,R,1.3
34,3,0.6168004,0,0.4,R,1.6
34,3,0.3840586,1,0.7,R,1.1
34,3,0.4371328,1,0.5,R,1.8
34,3,0.4331839,1,0.6,R,1.3
34,3,0.4573248,0,0.4,R,1.1
34,3,0.3928835,1,0.6,R,1.4
34,3,0.3053413,1,0.7,R,1.9
34,3,0.4252697,1,0.6,R,1.6
34,3,0.2417945,1,0.7,R,1.8
34,3,0.2130545,1,0.8,R,1.3
34,3,0.5536745,1,0.6,R,0.9
34,3,0.4927582,1,0.8,R,0.9
34,3,0.348928,0,0.5,R,0.9
34,3,0.5016029,0,0.4,R,1.6
34,3,0.5328922,0,0.4,R,1.8
34,3,0.6097664,0,0.4,R,1.8
34,3,0.557875,0,0.4,R,1.8
34,3,0.2745566,1,0.7,R,2.1
34,3,0.3690377,1,0.8,R,1.6
34,3,0.4451568,1,0.8,R,1.4
34,3,0.7410547,0,0.4,R,1.3
34,3,0.4212257,0,0.5,R,1.8
34,3,0.3895424,1,0.6,R,1.1
34,3,0.5890613,0,0.3,R,0.9
34,3,0.3168768,1,0.7,R,1.8
34,3,0.4062403,1,0.8,R,1.9
34,3,0.6022483,0,0.2,R,1.6
34,3,0.5850249,0,0.3,R,1.1
34,3,1.1499647,0,0.7,R,2.1
34,3,0.5542565,0,0.2,R,1.3
34,3,0.5689632,0,0.6,R,2.3
34,3,0.525121,0,0.3,R,2.3
34,3,0.4454423,1,0.6,R,1.4
34,3,0.4456852,1,0.4,R,1.4
34,4,0.4077044,1,0.6,R,1.8
34,4,0.6518298,1,0.4,R,2.3
34,4,0.4712197,1,0.4,R,0.9
34,4,0.3783849,0,0.5,R,2.3
34,4,0.5653777,0,0.3,R,1.1
34,4,0.4191929,1,0.6,R,2.3
34,4,0.5033351,0,0.3,R,1.9
34,4,0.572511,1,0.7,R,0.9
34,4,0.4675491,0,0.5,R,0.9
34,4,0.3601412,1,0.8,R,2.3
34,4,0.4409122,1,0.5,R,1.4
34,4,1.2164278,1,0.8,R,1.3
34,4,0.5462937,0,0.3,R,2.1
34,4,0.4058211,1,0.5,R,1.4
34,4,1.6118425,1,0.3,R,1.3
34,4,0.4925263,1,0.5,R,0.9
34,4,0.6442818,0,0.4,R,1.1
34,4,0.869811,0,0.3,R,2.1
34,4,0.9875472,1,0.4,R,1.8
34,4,0.3409731,1,0.4,R,1.8
34,4,0.3831225,1,0.7,R,2.1
34,4,0.4421864,1,0.6,R,2.3
34,4,0.3983798,1,0.7,R,1.6
34,4,0.7212514,1,0.3,R,2.1
34,4,0.4503135,1,0.7,R,1.6
34,4,0.450163,0,0.3,R,1.8
34,4,0.5202533,0,0.2,R,1.4
34,4,0.3585158,1,0.5,R,1.4
34,4,0.5217865,1,0.8,R,2.3
34,4,0.5698722,1,0.4,R,0.9
34,4,0.7482447,0,0.3,R,1.1
34,4,0.5525097,0,0.2,R,2.1
34,4,0.6023012,1,0.6,R,1.1
34,4,0.4130288,1,0.5,R,1.1
34,4,0.3745611,1,0.5,R,2.1
34,4,1.4091541,1,0.8,R,2.3
34,4,0.4982311,1,0.6,R,1.1
34,4,0.4496494,1,0.5,R,0.9
34,4,0.6209869,0,0.2,R,1.4
34,4,0.70923,0,0.3,R,2.1
34,4,0.5058458,0,0.2,R,0.9
34,4,0.6889457,1,0.8,R,2.1
34,4,0.2460369,1,0.5,R,1.9
34,4,0.6214143,1,0.8,R,1.3
34,4,0.4966508,1,0.6,R,2.3
34,4,1.9968861,1,0.5,R,1.6
34,4,0.5382792,0,0.2,R,1.8
34,4,0.4977227,0,0.2,R,1.8
34,4,0.5053206,0,0.3,R,1.8
34,4,0.5900114,0,0.4,R,1.1
34,4,0.0778257,1,0.8,R,1.6
34,4,0.413074,1,0.4,R,1.4
34,4,0.4416154,1,0.7,R,1.8
34,4,0.2656479,1,0.5,R,1.4
34,4,0.0810494000000002,1,0.6,R,1.6
34,4,0.5661875,0,0.2,R,1.8
34,4,0.5499769,0,0.2,R,1.8
34,4,0.4106698,1,0.7,R,2.3
34,4,0.6412582,1,0.7,R,1.6
34,4,0.3131715,1,0.6,R,1.8
34,4,0.4224667,0,0.4,R,1.4
34,4,0.3249248,1,0.8,R,0.9
34,4,0.6259383,0,0.4,R,1.8
34,4,0.5291019,0,0.2,R,1.9
34,4,0.6220484,0,0.2,R,2.3
34,4,0.4927302,1,0.4,R,0.9
34,4,0.4371541,1,0.7,R,1.8
34,4,0.5582261,0,0.4,R,2.3
34,4,0.3570267,0,0.5,R,1.9
35,1,0.3506539,1,0.5,R,1.1
35,1,0.304615,1,0.8,R,2.3
35,1,0.4789349,1,0.5,R,1.9
35,1,0.7312511,0,0.4,R,1.8
35,1,0.5017507,1,0.5,R,1.3
35,1,0.6205037,0,0.4,R,2.3
35,1,0.3527248,1,0.8,R,1.3
35,1,0.4627,1,0.6,R,1.1
35,1,0.3816665,1,0.6,R,1.4
35,1,0.4288061,1,0.6,R,1.1
35,1,0.6354296,0,0.2,R,1.3
35,1,0.4322463,1,0.6,R,1.3
35,1,0.5835645,0,0.2,R,1.1
35,1,0.584724,0,0.4,R,0.9
35,1,0.5268486,0,0.2,R,2.1
35,1,0.5932469,0,0.2,R,1.3
35,1,0.4687399,0,0.3,R,1.9
35,1,0.3445655,1,0.8,R,1.8
35,1,0.318901,1,0.7,R,2.1
35,1,0.632774,0,0.2,R,1.3
35,1,0.3373806,1,0.6,R,2.3
35,1,0.5841601,0,0.2,R,1.6
35,1,0.3482571,1,0.8,R,2.3
35,1,0.5816287,0,0.4,R,0.9
35,1,0.3881754,1,0.8,R,2.3
35,1,0.6890331,1,0.6,R,1.4
35,1,0.3408742,1,0.7,R,1.1
35,1,0.6015727,0,0.2,R,1.1
35,1,0.4054324,1,0.7,R,2.3
35,1,0.5354558,0,0.4,R,1.4
35,1,0.3282623,1,0.6,R,1.3
35,1,0.5005445,0,0.3,R,0.9
35,1,0.2928826,1,0.7,R,1.6
35,1,0.5731684,1,0.5,R,1.3
35,1,0.7292052,0,0.5,R,1.4
35,1,0.5601872,1,0.5,R,2.1
35,1,0.5042019,0,0.3,R,1.6
35,1,0.3361934,0,0.2,R,1.4
35,1,0.2324747,1,0.8,R,2.1
35,1,0.4495674,0,0.4,R,1.4
35,1,0.4886655,0,0.2,R,1.8
35,1,0.3894556,1,0.6,R,2.1
35,1,0.8696545,0,0.2,R,1.6
35,1,0.3494789,1,0.6,R,0.9
35,1,0.277339,1,0.7,R,1.1
35,1,0.3662205,1,0.7,R,1.3
35,1,0.2450515,1,0.7,R,1.6
35,1,0.5175593,0,0.2,R,1.3
35,1,0.4735168,0,0.2,R,2.1
35,1,0.262386,1,0.7,R,1.1
35,1,0.4134249,0,0.3,R,1.4
35,1,0.3324006,1,0.6,R,1.3
35,1,0.4136183,1,0.5,R,1.3
35,1,0.8482657,1,0.5,R,1.9
35,1,0.6655465,0,0.4,R,1.8
35,1,0.5575002,1,0.8,R,1.3
35,1,0.3047366,1,0.8,R,1.1
35,1,0.4881499,0,0.4,R,1.1
35,1,0.5402642,0,0.2,R,1.6
35,1,0.6095468,0,0.3,R,1.8
35,1,0.3361772,1,0.5,R,2.1
35,1,0.3925452,1,0.5,R,1.6
35,1,0.5609048,0,0.2,R,2.3
35,1,0.5415475,0,0.3,R,0.9
35,1,0.3223574,1,0.8,R,1.4
35,1,0.2845453,1,0.8,R,2.1
35,1,0.27758,1,0.7,R,2.1
35,1,0.561658,0,0.4,R,1.6
35,1,0.7420031,0,0.6,R,1.8
35,1,0.5164253,0,0.3,R,2.3
35,1,0.7735165,0,0.5,R,2.1
35,1,0.5276201,0,0.3,R,1.6
35,1,0.5098265,1,0.4,R,2.1
35,1,0.2326619,1,0.8,R,1.3
35,1,0.4413032,0,0.2,R,1.4
35,1,0.5814457,0,0.4,R,1.9
35,1,0.528401,0,0.4,R,1.1
35,1,0.3295142,1,0.8,R,1.1
35,1,0.3202702,1,0.7,R,1.3
35,1,0.6722376,1,0.4,R,1.6
35,2,0.3553057,1,0.5,R,1.9
35,2,0.7897547,0,0.2,R,1.4
35,2,0.4875047,0,0.3,R,1.4
35,2,0.583715,0,0.2,R,1.1
35,2,0.4563584,0,0.2,R,1.8
35,2,0.324377,1,0.7,R,0.9
35,2,0.3195904,1,0.6,R,1.1
35,2,0.6403358,0,0.4,R,1.1
35,2,0.4932261,1,0.7,R,0.9
35,2,0.5412537,0,0.4,R,1.8
35,2,0.400547,0,0.4,R,1.4
35,2,0.6124078,0,0.4,R,1.4
35,2,0.3612247,1,0.7,R,2.3
35,2,0.5133562,0,0.4,R,1.4
35,2,0.7501375,1,0.8,R,1.9
35,2,0.5504792,0,0.3,R,1.6
35,2,0.5660128,0,0.4,R,1.8
35,2,0.4143658,1,0.8,R,1.4
35,2,0.4850632,0,0.3,R,2.3
35,2,1.0054585,1,0.7,R,2.1
35,2,0.5736033,0,0.3,R,2.3
35,2,0.6692896,0,0.3,R,2.1
35,2,0.5210897,1,0.8,R,1.3
35,2,0.8852762,1,0.7,R,1.9
35,2,0.8325284,0,0.4,R,2.3
35,2,0.4973319,1,0.6,R,0.9
35,2,0.4853776,0,0.3,R,2.1
35,2,0.4254477,1,0.6,R,2.1
35,2,1.5774392,1,0.6,R,1.6
35,2,0.5573962,0,0.2,R,0.9
35,2,0.4494669,1,0.8,R,2.1
35,2,1.257702,1,0.6,R,2.1
35,2,0.6254861,1,0.6,R,1.3
35,2,1.2522227,1,0.5,R,0.9
35,2,0.4734282,0,0.3,R,0.9
35,2,0.7773041,1,0.8,R,1.3
35,2,0.5570783,0,0.5,R,1.3
35,2,0.5135667,0,0.3,R,1.3
35,2,0.5135274,0,0.3,R,2.1
35,2,0.4811888,1,0.7,R,1.4
35,2,0.5278944,1,0.7,R,2.3
35,2,0.6095234,1,0.6,R,2.1
35,2,0.6334097,0,0.4,R,1.6
35,2,0.4494134,1,0.7,R,1.3
35,2,1.1445213,1,0.6,R,1.3
35,2,0.5973002,0,0.2,R,2.1
35,2,0.7057031,0,0.6,R,2.1
35,2,0.6565726,0,0.4,R,0.9
35,2,0.529166,0,0.4,R,0.9
35,2,0.4723575,1,0.8,R,1.4
35,2,0.5294197,0,0.3,R,1.3
35,2,0.6284542,0,0.3,R,1.8
35,2,0.517447,0,0.4,R,1.9
35,2,0.4744754,1,0.8,R,1.9
35,2,0.445518,0,0.3,R,1.6
35,2,1.1533512,0,0.5,R,2.1
35,2,0.4933024,0,0.3,R,1.8
35,2,0.5734995,0,0.4,R,0.9
35,2,0.4923035,0,0.3,R,1.6
35,2,0.6577865,1,0.7,R,2.1
35,2,0.9803262,0,0.5,R,1.9
35,2,0.5932972,0,0.4,R,2.1
35,2,0.5933402,1,0.6,R,1.9
35,2,1.0222665,1,0.6,R,1.4
35,2,1.3614756,1,0.5,R,1.6
35,2,0.432155,1,0.6,R,1.8
35,2,0.5962583,1,0.6,R,1.8
35,2,0.3483234,1,0.7,R,1.3
35,2,0.4962741,0,0.4,R,0.9
35,2,1.1214626,0,0.6,R,1.6
35,2,0.4456572,0,0.4,R,1.6
35,2,1.3613699,0,0.5,R,2.1
35,2,0.549134,0,0.5,R,1.3
35,2,0.5364498,0,0.3,R,2.3
35,2,0.4921697,1,0.7,R,0.9
35,2,0.4664034,0,0.2,R,1.6
35,2,1.0441838,0,0.4,R,0.9
35,2,0.5202895,0,0.2,R,1.1
35,2,0.5968378,1,0.7,R,1.6
35,2,0.5215401,0,0.3,R,1.1
35,2,0.4686266,0,0.3,R,0.9
35,3,0.5524456,0,0.4,R,1.9
35,3,0.387482,1,0.8,R,1.1
35,3,0.4564044,0,0.4,R,1.9
35,3,0.9603489,0,0.5,R,1.8
35,3,0.5522567,1,0.8,R,2.1
35,3,0.5534501,0,0.4,R,1.1
35,3,0.537449,0,0.2,R,1.9
35,3,1.2644749,0,0.4,R,2.3
35,3,0.5097143,1,0.7,R,0.9
35,3,1.0535826,0,0.6,R,1.6
35,3,0.5295735,0,0.2,R,1.8
35,3,0.4683901,1,0.8,R,1.9
35,3,0.4926326,0,0.3,R,2.1
35,3,1.3691718,1,0.6,R,1.1
35,3,0.4325543,0,0.2,R,2.1
35,3,0.5451167,0,0.2,R,2.3
35,3,1.0453899,1,0.5,R,1.3
35,3,0.6242358,0,0.5,R,2.3
35,3,0.4813511,1,0.7,R,1.3
35,3,0.514442,0,0.4,R,1.3
35,3,0.6605581,0,0.3,R,1.6
35,3,0.4244116,1,0.8,R,2.3
35,3,0.4295696,1,0.7,R,1.6
35,3,0.4597177,0,0.2,R,0.9
35,3,0.4902477,0,0.3,R,0.9
35,3,0.724314,0,0.5,R,1.6
35,3,0.604641,0,0.4,R,1.8
35,3,0.4961621,0,0.3,R,1.4
35,3,0.3816792,1,0.7,R,1.8
35,3,0.453483,0,0.4,R,0.9
35,3,0.4403516,0,0.2,R,1.3
35,3,0.4575778,1,0.8,R,2.1
35,3,0.5214332,0,0.2,R,1.3
35,3,0.6052787,0,0.4,R,1.3
35,3,0.9486242,0,0.5,R,1.8
35,3,0.5962233,0,0.5,R,1.1
35,3,0.3244424,1,0.8,R,1.3
35,3,0.3279782,1,0.8,R,1.9
35,3,0.3854515,1,0.8,R,1.8
35,3,0.5095074,0,0.2,R,0.9
35,3,0.4243037,0,0.4,R,0.9
35,3,1.0853712,0,0.5,R,1.1
35,3,0.4502856,0,0.4,R,2.1
35,3,0.4453788,0,0.5,R,1.3
35,3,0.4762461,0,0.2,R,1.6
35,3,0.5054311,1,0.7,R,1.3
35,3,0.5682838,0,0.4,R,1.6
35,3,0.4282891,1,0.8,R,1.6
35,3,0.4454746,1,0.8,R,2.3
35,3,0.4373631,1,0.7,R,2.3
35,3,0.5214326,0,0.4,R,2.3
35,3,0.4841212,1,0.7,R,2.1
35,3,0.4293782,1,0.7,R,1.8
35,3,0.5374372,0,0.3,R,2.1
35,3,0.9282453,0,0.4,R,1.4
35,3,0.4054379,0,0.5,R,1.6
35,3,0.4323527,0,0.2,R,1.4
35,3,0.902558,1,0.6,R,1.4
35,3,0.3254833,0,0.6,R,1.3
35,3,0.6044022,0,0.5,R,0.9
35,3,0.5724427,0,0.2,R,1.8
35,3,0.476217,1,0.6,R,1.4
35,3,0.4321987,0,0.5,R,1.4
35,3,0.6524666,0,0.7,R,1.6
35,3,0.4484566,0,0.2,R,1.9
35,3,0.4563196,1,0.8,R,1.4
35,3,0.5095783,0,0.2,R,1.1
35,3,0.4243093,1,0.8,R,2.1
35,3,0.4083913,1,0.6,R,1.4
35,3,0.4010734,1,0.7,R,2.1
35,3,0.3844558,0,0.2,R,1.4
35,3,0.488489,1,0.7,R,1.8
35,4,0.7052199,0,0.6,R,0.9
35,4,0.492447,1,0.5,R,2.3
35,4,0.7416538,1,0.6,R,1.3
35,4,1.1604092,0,0.4,R,1.4
35,4,0.4331501,1,0.8,R,1.3
35,4,0.4290395,1,0.8,R,1.9
35,4,0.7534998,1,0.8,R,1.8
35,4,0.4563422,0,0.3,R,1.8
35,4,0.4818173,0,0.3,R,1.3
35,4,0.4639053,1,0.8,R,1.4
35,4,0.6696421,0,0.6,R,1.3
35,4,0.9331264,1,0.8,R,1.4
35,4,0.3934113,0,0.4,R,0.9
35,4,0.5563049,1,0.7,R,1.1
35,4,0.5176673,0,0.8,R,1.8
35,4,0.5042008,0,0.3,R,2.3
35,4,1.1054941,1,0.5,R,1.6
35,4,0.3762172,1,0.6,R,2.3
35,4,0.3933006,1,0.6,R,1.4
35,4,0.5011465,1,0.6,R,2.1
35,4,0.6092398,0,0.5,R,1.8
35,4,0.4723289,0,0.2,R,1.6
35,4,0.7851604,0,0.6,R,1.6
35,4,0.8055559,1,0.8,R,1.6
35,4,0.5894569,1,0.6,R,1.6
35,4,0.661358,1,0.8,R,1.9
35,4,0.6453116,0,0.7,R,1.3
35,4,0.6214263,0,0.5,R,1.1
35,4,0.3941247,1,0.7,R,0.9
35,4,0.4486066,0,0.4,R,1.4
35,4,0.4324825,0,0.6,R,1.9
35,4,0.5415689,1,0.7,R,2.3
35,4,0.4454623,0,0.7,R,1.9
35,4,0.5123256,0,0.2,R,2.1
35,4,0.4334882,0,0.2,R,1.9
35,4,0.4653442,1,0.6,R,2.1
35,4,0.3723813,0,0.4,R,2.1
35,4,0.468216,1,0.6,R,1.4
35,4,0.834178,1,0.5,R,1.3
35,4,1.0521646,1,0.8,R,2.1
35,4,0.5655232,0,0.5,R,1.1
35,4,0.4822241,0,0.4,R,1.3
35,4,0.708348,0,0.7,R,0.9
35,4,0.4924239,0,0.4,R,1.3
35,4,0.5136509,1,0.6,R,1.4
35,4,0.3975141,0,0.2,R,1.9
35,4,0.3452372,1,0.8,R,1.3
35,4,0.5364032,0,0.5,R,2.1
35,4,0.6681868,1,0.6,R,2.3
35,4,0.590367,0,0.3,R,1.4
35,4,0.8495572,1,0.5,R,2.1
35,4,0.7648403,1,0.6,R,1.4
35,4,0.4500605,1,0.8,R,2.1
35,4,0.4383502,0,0.3,R,2.3
35,4,0.4412551,0,0.4,R,2.3
35,4,0.3444978,1,0.8,R,2.1
35,4,0.7105703,0,0.5,R,1.4
35,4,0.4552606,0,0.5,R,1.4
35,4,0.4414377,0,0.2,R,1.4
35,4,0.397358,0,0.2,R,2.1
35,4,0.4175254,0,0.4,R,1.3
35,4,0.5205405,0,0.2,R,2.3
35,4,0.3285773,0,0.4,R,2.3
35,4,0.4174711,0,0.2,R,1.9
35,4,0.4655257,0,0.4,R,2.1
35,4,0.4533231,0,0.5,R,1.1
35,4,0.4163681,0,0.5,R,1.1
35,4,0.5003949,0,0.2,R,1.9
35,4,0.332351,0,0.3,R,1.9
35,4,0.7563841,1,0.5,R,1.9
35,4,0.3853588,1,0.6,R,1.8
35,4,0.3363835,1,0.7,R,1.9
35,4,0.4324389,0,0.2,R,1.9
35,4,0.3446995,1,0.7,R,1.9
1,1,0.4563042,0,0.2,S,1.1
1,1,0.2464048,1,0.8,S,1.4
1,1,0.3578599,1,0.5,S,2.3
1,1,0.4328405,1,0.5,S,2.3
1,1,0.3342213,1,0.6,S,2.1
1,1,0.5154009,0,0.2,S,0.9
1,1,0.5962211,0,0.5,S,1.4
1,1,0.2878393,1,0.7,S,1.6
1,1,0.2233204,1,0.8,S,1.3
1,1,0.6447461,0,0.3,S,1.6
1,1,0.3460042,1,0.8,S,2.3
1,1,0.7569455,0,0.5,S,2.1
1,1,0.5478991,0,0.3,S,1.9
1,1,0.2961431,1,0.8,S,1.6
1,1,0.6396804,0,0.4,S,2.1
1,1,0.7900968,0,0.2,S,1.1
1,1,0.2742024,1,0.6,S,1.9
1,1,0.6170018,0,0.4,S,1.4
1,1,0.2529113,1,0.7,S,1.3
1,1,0.2640457,1,0.5,S,2.3
1,1,0.1847543,1,0.7,S,1.6
1,1,0.5830961,0,0.3,S,2.3
1,1,0.236052,1,0.8,S,2.1
1,1,0.299922,1,0.6,S,2.1
1,1,0.3477937,1,0.7,S,1.3
1,1,0.5102624,0,0.3,S,0.9
1,1,0.2810482,1,0.7,S,1.9
1,1,0.4709312,0,0.2,S,1.9
1,1,0.2711089,1,0.8,S,1.9
1,1,1.2349363,0,0.4,S,1.9
1,1,0.5971482,0,0.5,S,1.8
1,1,0.1080644,1,0.7,S,1.1
1,1,0.2540942,1,0.7,S,2.3
1,1,0.5685875,0,0.4,S,1.6
1,1,0.2987808,1,0.5,S,2.1
1,1,0.1402864,0,0.3,S,1.4
1,1,0.6140377,0,0.2,S,1.8
1,1,0.5000757,0,0.3,S,1.4
1,1,0.3158242,1,0.6,S,1.3
1,1,0.5706197,0,0.5,S,2.1
1,1,0.2338482,1,0.8,S,1.3
1,1,0.5520842,0,0.6,S,1.9
1,1,0.2981118,1,0.6,S,1.9
1,1,0.50715,0,0.4,S,0.9
1,1,0.2941137,1,0.7,S,1.8
1,1,0.4600397,0,0.3,S,1.8
1,1,0.4724087,0,0.3,S,2.1
1,1,0.458072,0,0.4,S,2.1
1,1,0.1261844,1,0.8,S,1.3
1,1,0.5718522,0,0.2,S,1.8
1,1,0.6168617,0,0.2,S,0.9
1,1,0.5329238,0,0.3,S,0.9
1,1,0.8109993,0,0.7,S,1.8
1,1,0.625118,0,0.4,S,1.6
1,1,0.4948972,0,0.2,S,1.8
1,1,0.4741407,0,0.2,S,2.3
1,1,0.1991976,1,0.8,S,1.1
1,1,0.5089444,0,0.2,S,1.9
1,1,0.7368698,0,0.5,S,1.3
1,1,0.429635,0,0.3,S,1.6
1,1,0.4281377,1,0.8,S,2.3
1,1,0.7427883,1,0.5,S,2.1
1,1,0.4901892,0,0.3,S,2.3
1,1,0.4178941,0,0.2,S,1.8
1,1,0.4996614,0,0.4,S,1.6
1,1,0.3270574,1,0.7,S,2.1
1,1,0.4849473,0,0.4,S,1.8
1,1,0.484122,0,0.4,S,1.3
1,1,0.7139859,1,0.5,S,1.8
1,1,0.4131563,1,0.8,S,1.3
1,1,0.5421801,1,0.8,S,2.1
1,1,0.2992835,1,0.7,S,1.3
1,1,0.3369184,1,0.6,S,2.1
1,1,0.4469095,1,0.5,S,1.4
1,2,0.2530614,1,0.6,S,1.9
1,2,0.2939728,1,0.5,S,0.9
1,2,0.438343,0,0.3,S,1.6
1,2,0.7607224,0,0.5,S,1.4
1,2,0.3462304,1,0.5,S,1.9
1,2,0.3927539,1,0.5,S,2.3
1,2,0.5227512,0,0.2,S,1.9
1,2,0.3960663,0,0.2,S,1.4
1,2,0.4768231,1,0.8,S,0.9
1,2,0.2417505,1,0.5,S,1.4
1,2,0.3834684,1,0.6,S,1.3
1,2,0.275031,1,0.8,S,0.9
1,2,0.4489247,0,0.3,S,2.3
1,2,0.4541944,0,0.2,S,1.1
1,2,0.4480823,0,0.4,S,1.4
1,2,0.6990752,0,0.6,S,1.4
1,2,0.5279055,1,0.5,S,1.1
1,2,0.3288865,0,0.5,S,1.8
1,2,0.3167015,0,0.4,S,1.1
1,2,0.2025952,1,0.5,S,1.1
1,2,0.0506530000000001,1,0.8,S,1.3
1,2,0.3048105,1,0.7,S,1.6
1,2,0.5308332,0,0.3,S,0.9
1,2,0.5407937,0,0.5,S,1.8
1,2,0.462192,0,0.2,S,1.4
1,2,0.4077561,1,0.6,S,1.8
1,2,0.3006718,1,0.6,S,1.6
1,2,0.2382653,1,0.6,S,0.9
1,2,0.3503889,1,0.2,S,1.6
1,2,0.1352266,1,0.8,S,1.4
1,2,0.3940263,0,0.4,S,1.1
1,2,0.3938676,1,0.7,S,1.4
1,2,0.2550316,1,0.8,S,1.4
1,2,0.3782185,0,0.3,S,1.6
1,2,0.9377828,1,0.4,S,1.6
1,2,0.154068,1,0.8,S,1.4
1,2,0.2310508,0,0.3,S,2.3
1,2,0.3822697,0,0.2,S,1.6
1,2,0.2312194,1,0.7,S,1.6
1,2,0.220303,1,0.6,S,1.8
1,2,0.2999191,1,0.5,S,1.9
1,2,0.3036737,1,0.4,S,1.6
1,2,0.2982251,1,0.5,S,1.9
1,2,0.3378398,1,0.5,S,1.3
1,2,0.0542627999999996,1,0.7,S,1.1
1,2,0.2261015,1,0.7,S,1.9
1,2,0.6691166,0,0.7,S,1.9
1,2,0.3910033,0,0.4,S,1.6
1,2,0.4578354,0,0.3,S,1.8
1,2,0.547125,0,0.5,S,1.9
1,2,0.5130086,0,0.2,S,1.9
1,2,0.3308802,1,0.5,S,1.1
1,2,0.3401303,1,0.5,S,1.9
1,2,0.649474,0,0.5,S,2.1
1,2,0.2330182,0,0.8,S,1.3
1,2,0.355729,1,0.7,S,2.3
