subj,response,soa,hist
29,0,-100,R
29,0,-44,R
29,0,-72,R
29,1,16,R
29,1,72,R
29,1,16,R
29,1,44,R
29,1,44,R
29,1,72,R
29,0,-16,R
29,1,-44,R
29,0,72,R
29,1,16,R
29,1,100,R
29,1,-16,R
29,1,-72,R
29,1,100,R
29,0,-16,R
29,0,-100,R
29,0,-16,R
29,0,-72,R
29,0,-44,R
29,1,100,R
29,0,-100,R
29,1,-16,R
29,1,72,R
29,0,16,R
29,1,100,R
29,1,72,R
29,1,44,R
29,1,-16,R
29,1,72,R
29,1,44,R
29,1,100,R
29,0,-100,R
29,1,72,R
29,1,16,R
29,1,16,R
29,1,-16,R
29,0,-44,R
29,1,72,R
29,1,44,R
29,1,72,R
29,1,44,R
29,1,44,R
29,1,16,R
29,1,16,R
29,1,16,R
29,0,-72,R
29,0,-16,R
29,1,100,R
29,1,100,R
29,1,72,R
29,0,-100,R
29,1,100,R
29,0,-44,R
29,1,100,R
29,1,100,R
29,0,-16,R
29,1,72,R
29,0,-100,R
29,0,-72,R
29,1,72,R
29,0,-16,R
29,0,-44,R
29,1,44,R
29,0,44,R
29,1,72,R
29,0,-16,R
29,0,72,R
29,1,72,R
29,0,-100,R
29,1,-16,R
29,0,-16,R
29,0,-44,R
29,0,-100,R
29,1,16,R
29,0,-100,R
29,1,72,R
29,0,44,R
29,0,-72,R
29,0,-44,R
29,1,72,R
29,1,44,R
29,1,100,R
29,1,-16,R
29,1,72,R
29,1,72,R
29,1,-16,R
29,0,-72,R
29,0,-72,R
29,1,100,R
29,1,-16,R
29,0,16,R
29,1,100,R
29,0,-16,R
29,0,-100,R
29,1,100,R
29,1,16,R
29,0,-44,R
29,0,-16,R
29,0,-44,R
29,1,16,R
29,1,100,R
29,1,16,R
29,1,-100,R
29,0,-100,R
29,1,-16,R
29,1,44,R
29,0,-16,R
29,1,72,R
29,0,-100,R
29,1,100,R
29,0,-44,R
29,1,72,R
29,0,-44,R
29,1,100,R
29,0,-44,R
29,1,72,R
29,1,-16,R
29,0,-44,R
29,1,100,R
29,0,-44,R
29,0,-72,R
29,0,-44,R
29,0,-100,R
29,1,100,R
29,1,-16,R
29,0,-100,R
29,1,44,R
29,0,-100,R
29,1,44,R
29,0,-44,R
29,0,16,R
29,0,-44,R
29,1,16,R
29,1,72,R
29,0,-44,R
29,1,72,R
29,1,72,R
29,1,-16,R
29,1,16,R
29,1,-44,R
29,0,-72,R
29,0,-16,R
29,1,-16,R
29,1,100,R
29,0,-100,R
29,0,-72,R
29,1,-16,R
29,1,44,R
29,1,72,R
29,1,100,R
29,0,-100,R
29,0,-16,R
29,1,16,R
29,1,44,R
29,0,-44,R
29,1,72,R
29,1,100,R
29,1,72,R
29,0,16,R
29,0,-72,R
29,0,-72,R
29,1,44,R
29,1,72,R
29,0,-100,R
29,0,-16,R
29,1,44,R
29,0,-44,R
29,0,16,R
29,1,16,R
29,0,-100,R
29,0,-44,R
29,1,44,R
29,1,100,R
29,0,-72,R
29,1,72,R
29,0,-16,R
29,1,72,R
29,1,16,R
29,1,44,R
29,0,-16,R
29,0,-44,R
29,0,-72,R
29,0,-72,R
29,1,16,R
29,0,-16,R
29,1,100,R
29,1,72,R
29,1,72,R
29,0,-100,R
29,0,-72,R
29,0,-72,R
29,1,16,R
29,1,72,R
29,1,16,R
29,1,72,R
29,1,100,R
29,1,16,R
29,0,-16,R
29,1,72,R
29,1,72,R
29,1,-16,R
29,0,-44,R
29,1,72,R
29,0,-44,R
29,1,44,R
29,0,44,R
29,1,72,R
29,1,44,R
29,1,100,R
29,1,16,R
29,0,-72,R
29,1,100,R
29,1,100,R
29,1,44,R
29,0,-100,R
29,1,16,R
29,0,-100,R
29,0,-72,R
29,1,16,R
29,0,-44,R
29,0,-72,R
29,1,16,R
29,0,-72,R
29,1,72,R
29,0,-72,R
29,0,-44,R
29,1,-44,R
29,0,-44,R
29,1,-44,R
29,0,-72,R
29,1,44,R
29,1,-72,R
29,1,44,R
29,0,-44,R
29,1,16,R
29,1,100,R
29,0,-72,R
29,1,72,R
29,1,16,R
29,0,-72,R
29,1,100,R
29,1,100,R
29,1,100,R
29,0,-100,R
29,1,16,R
29,0,-72,R
29,1,-44,R
29,1,100,R
29,1,44,R
30,0,-100,R
30,0,-16,R
30,0,-44,R
30,1,16,R
30,1,100,R
30,0,-100,R
30,0,-72,R
30,0,-44,R
30,0,-44,R
30,0,-16,R
30,1,-16,R
30,0,-72,R
30,1,100,R
30,0,-100,R
30,1,100,R
30,1,16,R
30,0,-72,R
30,0,-100,R
30,0,-100,R
30,0,-44,R
30,0,-100,R
30,0,-72,R
30,1,100,R
30,1,100,R
30,0,-44,R
30,1,16,R
30,1,72,R
30,0,-16,R
30,1,72,R
30,1,44,R
30,0,-16,R
30,0,-100,R
30,1,72,R
30,1,72,R
30,0,-100,R
