subj,response,soa,hist
33,0,-100,R
33,1,16,R
33,1,72,R
33,1,100,R
33,0,-72,R
33,1,16,R
33,0,-16,R
33,1,100,R
33,0,-44,R
33,1,16,R
33,1,100,R
33,1,100,R
33,1,100,R
33,1,44,R
33,0,-100,R
33,0,16,R
33,0,-72,R
33,0,-16,R
33,0,-16,R
33,0,-72,R
33,1,-16,R
33,0,-100,R
33,1,16,R
33,0,-72,R
33,1,72,R
33,0,-72,R
33,1,44,R
33,1,44,R
33,1,16,R
33,1,100,R
33,0,-100,R
33,1,-44,R
33,0,-72,R
33,1,100,R
33,1,44,R
33,1,100,R
33,0,-72,R
33,1,16,R
33,1,-72,R
33,1,72,R
33,1,72,R
33,1,72,R
33,1,100,R
33,1,16,R
33,0,-100,R
33,0,-44,R
33,0,-100,R
33,0,-72,R
33,0,-100,R
33,0,72,R
33,0,-16,R
33,0,16,R
33,1,100,R
33,1,44,R
33,1,100,R
33,1,-44,R
33,1,100,R
33,0,-72,R
33,1,72,R
33,0,-16,R
33,1,100,R
33,0,44,R
33,0,-100,R
33,1,44,R
33,0,72,R
33,1,44,R
33,1,100,R
33,0,44,R
33,0,44,R
33,1,-72,R
33,1,44,R
33,0,44,R
33,1,-72,R
33,1,100,R
33,1,-44,R
33,0,-44,R
33,1,-44,R
33,1,72,R
33,0,-100,R
33,1,-100,R
33,0,-16,R
33,0,-72,R
33,1,72,R
33,1,-44,R
33,0,-44,R
33,0,44,R
33,0,-72,R
33,0,-16,R
33,1,-100,R
33,1,-72,R
33,0,-72,R
33,0,-100,R
33,1,72,R
33,0,100,R
33,1,72,R
33,0,-16,R
33,0,16,R
33,0,16,R
33,0,-72,R
33,1,100,R
33,0,44,R
33,1,100,R
33,0,-16,R
33,1,72,R
33,0,-16,R
33,1,100,R
33,0,16,R
33,0,16,R
33,1,44,R
33,1,-72,R
33,1,-72,R
33,1,100,R
33,0,44,R
33,0,-44,R
33,0,72,R
33,1,-44,R
33,1,44,R
33,0,72,R
33,1,44,R
33,1,72,R
33,0,100,R
33,1,16,R
33,0,-16,R
33,1,-72,R
33,0,-44,R
33,1,-16,R
33,1,72,R
33,1,100,R
33,0,-72,R
33,1,100,R
33,0,44,R
33,1,72,R
33,1,44,R
33,1,100,R
33,0,-100,R
33,0,-100,R
33,1,16,R
33,1,-16,R
33,0,-72,R
33,0,-100,R
33,0,-100,R
33,1,72,R
33,1,-16,R
33,0,-72,R
33,1,100,R
33,0,-72,R
33,1,44,R
33,0,-100,R
33,1,-44,R
33,0,-44,R
33,1,44,R
33,0,16,R
33,1,-44,R
33,0,16,R
33,0,-16,R
33,0,-72,R
33,1,44,R
33,1,100,R
33,1,-44,R
33,1,-72,R
33,1,100,R
33,0,-100,R
33,0,-72,R
33,1,-16,R
33,0,-44,R
33,0,72,R
33,1,-44,R
33,0,-44,R
33,1,-72,R
33,0,100,R
33,1,44,R
33,0,16,R
33,0,16,R
33,0,-16,R
33,1,-44,R
33,1,72,R
33,0,44,R
33,1,72,R
33,1,44,R
33,0,-72,R
33,1,100,R
33,0,72,R
33,1,16,R
33,0,-16,R
33,1,44,R
33,0,16,R
33,0,-72,R
33,0,16,R
33,1,72,R
33,0,-100,R
33,0,-72,R
33,0,-100,R
33,0,-72,R
33,0,-100,R
33,0,44,R
33,0,-72,R
33,1,-16,R
33,1,16,R
33,0,44,R
33,1,100,R
33,0,-100,R
33,1,44,R
33,0,44,R
33,1,16,R
33,1,-44,R
33,0,72,R
33,1,100,R
33,0,-44,R
33,1,-44,R
33,1,-72,R
33,1,100,R
33,1,72,R
33,0,16,R
33,1,-100,R
33,0,16,R
33,1,-100,R
33,0,-100,R
33,1,44,R
33,1,100,R
33,1,100,R
33,1,100,R
33,0,-72,R
33,0,-100,R
33,1,44,R
33,1,44,R
33,1,-16,R
33,0,72,R
33,1,72,R
33,0,16,R
33,1,-16,R
33,1,100,R
33,0,-72,R
33,1,44,R
33,1,100,R
33,0,-16,R
33,0,-44,R
33,1,100,R
33,0,16,R
33,0,-100,R
33,1,100,R
33,1,100,R
33,1,-16,R
33,0,-72,R
33,0,-16,R
33,1,-44,R
33,0,-72,R
33,0,-72,R
33,0,-72,R
33,1,44,R
33,0,-44,R
33,1,72,R
33,1,-16,R
33,1,100,R
33,1,16,R
33,0,16,R
33,0,-16,R
33,1,16,R
33,1,72,R
33,0,-44,R
33,1,16,R
33,0,-16,R
33,1,100,R
33,0,-44,R
33,1,72,R
33,1,-44,R
33,0,16,R
33,1,44,R
33,1,100,R
33,0,-16,R
33,1,100,R
33,0,-100,R
33,1,16,R
33,1,72,R
33,0,44,R
33,1,-44,R
33,0,-100,R
33,1,-100,R
33,0,16,R
33,1,72,R
33,1,-72,R
33,1,-16,R
33,0,100,R
33,0,-44,R
33,1,72,R
33,0,100,R
34,0,72,R
34,0,-44,R
34,1,100,R
34,0,44,R
34,0,-16,R
34,0,44,R
34,0,-100,R
34,0,16,R
34,1,100,R
34,1,-16,R
34,0,-16,R
34,0,16,R
34,1,-16,R
34,1,-44,R
34,0,16,R
34,0,-16,R
34,0,44,R
34,0,-16,R
34,0,16,R
34,0,72,R
34,1,100,R
34,1,100,R
34,1,16,R
34,0,-100,R
34,1,16,R
34,0,44,R
34,1,72,R
34,1,16,R
34,0,-16,R
34,1,-16,R
34,0,-72,R
34,0,-72,R
34,0,-100,R
34,0,44,R
34,0,44,R
34,0,-72,R
34,0,-100,R
34,1,44,R
34,0,-44,R
34,1,16,R
34,1,100,R
34,0,44,R
34,1,16,R
34,0,-44,R
34,1,72,R
34,1,16,R
34,0,44,R
34,1,100,R
34,0,-16,R
34,0,-100,R
34,0,-72,R
34,0,-44,R
34,0,100,R
34,1,-44,R
34,1,16,R
34,1,44,R
34,1,-44,R
34,1,44,R
34,0,-16,R
34,0,-44,R
34,0,-44,R
34,0,-16,R
34,1,16,R
34,1,16,R
34,0,-72,R
34,0,72,R
34,1,100,R
34,0,-72,R
34,1,72,R
34,1,44,R
34,1,72,R
34,0,-72,R
34,0,-44,R
34,1,-16,R
34,0,16,R
34,1,16,R
34,1,44,R
34,1,-16,R
34,0,-100,R
34,0,-100,R
34,0,-44,R
34,0,-72,R
34,0,-72,R
34,0,-100,R
34,0,-72,R
34,1,72,R
34,1,44,R
34,0,-16,R
34,1,100,R
34,0,-44,R
34,1,72,R
34,1,72,R
34,1,72,R
34,1,-16,R
34,1,100,R
34,0,-44,R
34,0,-100,R
34,1,72,R
34,1,72,R
34,1,100,R
34,0,-72,R
34,1,-72,R
34,0,-16,R
34,0,-16,R
34,1,72,R
34,0,-100,R
34,1,72,R
34,0,-72,R
34,1,72,R
34,0,-100,R
34,1,-100,R
34,0,-100,R
34,1,16,R
34,1,100,R
34,0,-72,R
34,1,16,R
34,1,-44,R
34,0,-44,R
34,1,72,R
34,0,-100,R
34,0,-44,R
34,1,16,R
34,0,-16,R
34,0,-100,R
34,0,72,R
34,1,100,R
34,0,16,R
34,0,-100,R
34,0,-44,R
34,0,-44,R
34,1,100,R
34,1,100,R
34,1,72,R
34,0,100,R
34,0,-100,R
34,1,44,R
34,1,72,R
34,1,72,R
34,0,-72,R
34,0,100,R
34,1,44,R
34,0,-72,R
34,1,100,R
34,1,100,R
34,0,-100,R
34,0,-100,R
34,0,-72,R
34,1,72,R
34,1,44,R
34,1,72,R
34,1,100,R
34,1,44,R
34,1,100,R
34,0,-44,R
34,0,-44,R
34,0,100,R
34,0,-100,R
34,1,100,R
34,0,-72,R
34,0,44,R
34,1,44,R
34,0,-44,R
34,1,-16,R
34,1,100,R
34,0,-100,R
34,1,44,R
34,1,100,R
34,0,16,R
34,1,72,R
34,1,-16,R
34,0,-72,R
34,1,72,R
34,0,16,R
34,0,-72,R
34,0,16,R
34,1,16,R
34,1,44,R
34,1,16,R
34,0,44,R
34,0,44,R
34,0,-100,R
34,0,-44,R
34,0,-100,R
34,0,-100,R
34,1,72,R
34,0,-16,R
34,0,-100,R
34,0,-100,R
34,0,16,R
34,1,72,R
34,0,44,R
34,1,-16,R
34,0,-72,R
34,1,100,R
34,0,-72,R
34,1,100,R
34,1,44,R
34,0,-16,R
34,0,-72,R
34,1,72,R
34,1,72,R
34,1,72,R
34,0,-100,R
34,1,100,R
34,0,-16,R
34,1,-72,R
34,0,-16,R
34,0,16,R
34,0,-72,R
34,0,-16,R
34,1,16,R
34,1,-16,R
34,1,44,R
34,1,100,R
34,1,100,R
34,1,44,R
34,0,-100,R
34,1,-16,R
34,0,-100,R
34,1,16,R
34,1,16,R
34,1,-44,R
34,1,-16,R
34,0,44,R
34,1,100,R
34,0,100,R
34,1,16,R
34,0,-16,R
34,1,72,R
34,1,100,R
34,0,-100,R
34,1,72,R
34,0,16,R
34,1,-72,R
34,0,-100,R
34,1,-44,R
34,0,-44,R
34,1,-16,R
34,1,-16,R
34,0,16,R
34,1,-44,R
34,0,-16,R
34,0,-72,R
34,0,-44,R
34,1,44,R
34,0,-72,R
34,1,-44,R
34,0,44,R
34,1,72,R
34,1,72,R
34,0,-16,R
34,0,-44,R
34,0,44,R
34,1,44,R
34,0,-100,R
34,0,44,R
34,1,72,R
34,0,-100,R
34,0,-44,R
34,1,72,R
34,0,-16,R
34,1,100,R
34,0,-72,R
34,0,16,R
34,1,-100,R
34,1,100,R
34,0,44,R
34,0,-72,R
34,0,-16,R
34,1,100,R
34,0,-72,R
34,1,-44,R
34,0,-72,R
34,0,44,R
34,1,44,R
34,1,-16,R
34,0,-44,R
34,0,-100,R
34,1,16,R
35,0,-72,R
35,0,72,R
35,0,16,R
35,0,16,R
35,0,16,R
35,0,-16,R
35,0,44,R
35,0,-16,R
35,0,-44,R
35,0,-72,R
35,1,100,R
35,1,16,R
35,0,-72,R
35,0,44,R
35,1,72,R
35,0,-72,R
35,0,16,R
35,1,16,R
35,0,-44,R
35,0,-100,R
35,1,44,R
35,1,-44,R
35,1,16,R
35,1,16,R
35,0,-100,R
35,1,16,R
35,1,72,R
35,1,100,R
35,0,-72,R
35,1,16,R
35,0,-16,R
35,1,100,R
35,0,-44,R
35,1,16,R
35,1,100,R
35,1,100,R
35,1,100,R
35,1,44,R
35,0,-100,R
35,0,16,R
35,0,-72,R
35,0,-16,R
35,0,-16,R
35,0,-72,R
35,1,-16,R
35,0,-100,R
35,1,16,R
35,0,-72,R
35,1,72,R
35,0,-72,R
35,1,44,R
35,1,44,R
35,1,16,R
35,1,100,R
35,0,-100,R
35,1,-44,R
35,0,-72,R
35,1,100,R
35,1,44,R
35,1,100,R
35,0,-72,R
35,1,16,R
35,1,-72,R
35,1,72,R
35,1,72,R
35,1,72,R
35,1,100,R
35,1,16,R
35,0,-100,R
35,0,-44,R
35,0,-100,R
35,0,-72,R
35,0,-100,R
35,0,72,R
35,0,-16,R
35,0,16,R
35,1,100,R
35,1,44,R
35,1,100,R
35,1,-44,R
35,1,100,R
35,0,-72,R
35,1,72,R
35,0,-16,R
35,1,100,R
35,0,44,R
35,0,-100,R
35,1,44,R
35,0,72,R
35,1,44,R
35,1,100,R
35,0,44,R
35,0,44,R
35,1,-72,R
35,1,44,R
35,0,44,R
35,1,-72,R
35,1,100,R
35,1,-44,R
35,0,-44,R
35,1,-44,R
35,1,72,R
35,0,-100,R
35,1,-100,R
35,0,-16,R
35,0,-72,R
35,1,72,R
35,1,-44,R
35,0,-44,R
35,0,44,R
35,0,-72,R
35,0,-16,R
35,1,-100,R
35,1,-72,R
35,0,-72,R
35,0,-100,R
35,1,72,R
35,0,100,R
35,1,72,R
35,0,-16,R
35,0,16,R
35,0,16,R
35,0,-72,R
35,1,100,R
35,0,44,R
35,1,100,R
35,0,-16,R
35,1,72,R
35,0,-16,R
35,1,100,R
35,0,16,R
35,0,16,R
35,1,44,R
35,1,-72,R
35,1,-72,R
35,1,100,R
35,0,44,R
35,0,-44,R
35,0,72,R
35,1,-44,R
35,1,44,R
35,0,72,R
35,1,44,R
35,1,72,R
35,0,100,R
35,1,16,R
35,0,-16,R
35,1,-72,R
35,0,-44,R
35,1,-16,R
35,1,72,R
35,1,100,R
35,0,-72,R
35,1,100,R
35,0,44,R
35,1,72,R
35,1,44,R
35,1,100,R
35,0,-100,R
35,0,-100,R
35,1,16,R
35,1,-16,R
35,0,-72,R
35,0,-100,R
35,0,-100,R
35,1,72,R
35,1,-16,R
35,0,-72,R
35,1,100,R
35,0,-72,R
35,1,44,R
35,0,-100,R
35,1,-44,R
35,0,-44,R
35,1,44,R
35,0,16,R
35,1,-44,R
35,0,16,R
35,0,-16,R
35,0,-72,R
35,1,44,R
35,1,100,R
35,1,-44,R
35,1,-72,R
35,1,100,R
35,0,-100,R
35,0,-72,R
35,1,-16,R
35,0,-44,R
35,0,72,R
35,1,-44,R
35,0,-44,R
35,1,-72,R
35,0,100,R
35,1,44,R
35,0,16,R
35,0,16,R
35,0,-16,R
35,1,-44,R
35,1,72,R
35,0,44,R
35,1,72,R
35,1,44,R
35,0,-72,R
35,1,100,R
35,0,72,R
35,1,16,R
35,0,-16,R
35,1,44,R
35,0,16,R
35,0,-72,R
35,0,16,R
35,1,72,R
35,0,-100,R
35,0,-72,R
35,0,-100,R
35,0,-72,R
35,0,-100,R
35,0,44,R
35,0,-72,R
35,1,-16,R
35,1,16,R
35,0,44,R
35,1,100,R
35,0,-100,R
35,1,44,R
35,0,44,R
35,1,16,R
35,1,-44,R
35,0,72,R
35,1,100,R
35,0,-44,R
35,1,-44,R
35,1,-72,R
35,1,100,R
35,1,72,R
35,0,16,R
35,1,-100,R
35,0,16,R
35,1,-100,R
35,0,-100,R
35,1,44,R
35,1,100,R
35,1,100,R
35,1,100,R
35,0,-72,R
35,0,-100,R
35,1,44,R
35,1,44,R
35,1,-16,R
35,0,72,R
35,1,72,R
35,0,16,R
35,1,-16,R
35,1,100,R
35,0,-72,R
35,1,44,R
35,1,100,R
35,0,-16,R
35,0,-44,R
35,1,100,R
35,0,16,R
35,0,-100,R
35,1,100,R
35,1,100,R
35,1,-16,R
35,0,-72,R
35,0,-16,R
35,1,-44,R
35,0,-72,R
35,0,-72,R
35,0,-72,R
35,1,44,R
35,0,-44,R
35,1,72,R
35,1,-16,R
35,1,100,R
35,1,16,R
35,0,16,R
35,0,-16,R
35,1,16,R
35,1,72,R
35,0,-44,R
35,1,16,R
35,0,-16,R
35,1,100,R
35,0,-44,R
35,1,72,R
35,1,-44,R
35,0,16,R
35,1,44,R
35,1,100,R
35,0,-16,R
35,1,100,R
35,0,-100,R
35,1,16,R
35,1,72,R
35,0,44,R
35,1,-44,R
35,0,-100,R
35,1,-100,R
35,0,16,R
35,1,72,R
35,1,-72,R
35,1,-16,R
35,0,100,R
35,0,-44,R
35,1,72,R
35,0,100,R
1,1,72,S
1,0,-100,S
1,0,-100,S
1,0,-72,S
1,1,16,S
1,0,-72,S
1,1,-44,S
1,0,-16,S
1,1,44,S
1,1,44,S
1,0,-44,S
1,1,100,S
1,1,44,S
1,0,-100,S
1,1,44,S
1,1,16,S
1,1,16,S
1,1,44,S
1,1,16,S
1,1,16,S
1,1,-16,S
1,1,-16,S
1,0,-72,S
1,1,72,S
1,1,44,S
1,1,72,S
1,0,-44,S
1,1,16,S
1,0,-72,S
1,1,44,S
1,1,72,S
1,0,-44,S
1,1,100,S
1,1,-44,S
1,0,-16,S
1,1,-16,S
1,1,44,S
1,0,-72,S
1,0,-44,S
1,0,-16,S
1,1,100,S
1,0,-72,S
1,1,16,S
1,1,-44,S
1,1,16,S
1,1,72,S
1,1,16,S
1,0,-72,S
1,1,44,S
1,1,72,S
1,0,-72,S
1,1,16,S
1,1,-16,S
1,1,44,S
1,1,72,S
1,1,-44,S
1,1,72,S
1,1,-16,S
1,1,72,S
1,1,-16,S
1,1,-16,S
1,1,-16,S
1,0,-72,S
1,1,16,S
1,1,100,S
1,1,-44,S
1,1,44,S
1,1,72,S
1,1,-44,S
1,1,72,S
1,1,72,S
1,1,-100,S
1,1,100,S
1,1,16,S
1,1,16,S
1,1,16,S
1,1,72,S
1,0,-16,S
1,0,-72,S
1,0,-72,S
1,0,-16,S
1,1,16,S
1,0,-44,S
1,1,44,S
1,0,-72,S
1,0,-100,S
1,0,-16,S
1,0,-16,S
1,1,44,S
1,1,100,S
1,0,-100,S
1,0,-100,S
1,1,44,S
1,1,100,S
1,1,44,S
1,0,-100,S
1,1,100,S
1,1,72,S
1,1,16,S
1,1,44,S
1,0,-44,S
1,1,44,S
1,0,-44,S
1,1,-16,S
1,1,16,S
1,1,44,S
1,0,-44,S
1,1,16,S
1,1,16,S
1,1,16,S
1,0,16,S
1,0,-100,S
1,0,100,S
1,1,72,S
1,0,-72,S
1,1,44,S
1,1,72,S
1,0,-16,S
1,1,16,S
1,1,44,S
1,0,-44,S
1,1,16,S
1,1,100,S
1,1,100,S
1,0,-72,S
1,0,-100,S
1,0,-44,S
1,1,16,S
1,1,72,S
1,1,44,S
1,1,-16,S
1,1,100,S
1,1,72,S
1,1,16,S
1,1,44,S
1,1,44,S
1,0,-100,S
1,0,-44,S
1,1,100,S
1,1,44,S
1,0,-100,S
1,1,16,S
1,1,44,S
1,0,-100,S
1,1,100,S
1,1,100,S
1,0,-100,S
1,1,100,S
1,1,16,S
1,0,-72,S
1,1,72,S
1,1,44,S
1,0,16,S
1,0,-16,S
1,1,100,S
1,0,-100,S
1,1,16,S
1,0,-100,S
1,1,100,S
1,1,72,S
1,1,100,S
1,0,-100,S
1,1,16,S
1,1,100,S
1,0,-72,S
1,1,44,S
1,1,100,S
1,1,72,S
1,0,-100,S
1,1,72,S
1,0,-16,S
1,1,-16,S
1,1,72,S
1,0,-44,S
1,1,100,S
1,1,44,S
1,0,-72,S
1,1,100,S
1,0,-16,S
1,1,16,S
1,0,-72,S
1,0,-100,S
1,0,-100,S
1,0,-72,S
1,1,-16,S
1,1,16,S
1,1,16,S
1,1,44,S
1,0,-72,S
1,0,-44,S
1,0,-72,S
1,1,44,S
1,1,72,S
1,1,100,S
1,0,-72,S
1,0,-44,S
1,1,-44,S
1,0,-44,S
1,1,44,S
1,1,100,S
1,1,-44,S
1,1,44,S
1,0,-100,S
1,0,-44,S
1,1,16,S
1,0,-44,S
1,1,100,S
1,1,100,S
1,0,-44,S
1,0,-44,S
1,0,-100,S
1,1,44,S
1,1,72,S
1,0,-72,S
1,0,-16,S
1,0,-100,S
1,1,72,S
1,0,44,S
1,1,44,S
1,0,-16,S
1,1,72,S
1,1,100,S
1,0,-44,S
1,1,100,S
1,1,44,S
1,0,-44,S
1,0,-72,S
1,1,-16,S
1,1,100,S
1,0,-16,S
1,1,44,S
1,0,-72,S
1,0,16,S
1,0,-100,S
1,1,-16,S
1,1,16,S
1,1,44,S
1,1,100,S
1,0,-72,S
1,1,100,S
1,1,44,S
1,1,72,S
1,1,44,S
1,1,16,S
1,1,72,S
1,1,100,S
1,0,-16,S
1,1,100,S
1,0,-44,S
1,1,16,S
1,0,-44,S
1,1,100,S
1,0,-16,S
1,1,44,S
1,0,-100,S
1,1,72,S
1,1,44,S
1,1,16,S
1,0,-16,S
1,0,-44,S
1,1,16,S
1,0,-100,S
1,0,-44,S
1,0,-72,S
1,0,-72,S
1,0,-16,S
1,0,-44,S
1,0,-72,S
1,1,100,S
1,1,72,S
1,0,-100,S
1,1,16,S
1,1,44,S
1,0,-72,S
1,0,-72,S
1,1,-16,S
1,1,-16,S
1,1,44,S
1,0,-16,S
1,1,44,S
1,0,-100,S
1,1,100,S
1,1,100,S
1,1,100,S
1,1,72,S
1,0,-16,S
1,1,44,S
1,0,-100,S
1,1,16,S
1,1,100,S
1,0,-72,S
1,0,-16,S
1,0,-100,S
1,1,100,S
1,0,-44,S
2,1,-16,S
2,1,72,S
2,1,-44,S
2,1,100,S
2,1,100,S
2,1,44,S
2,0,-72,S
2,1,16,S
2,0,-72,S
2,0,-44,S
2,1,16,S
2,1,100,S
2,1,100,S
2,0,-72,S
2,1,100,S
2,1,16,S
2,0,-44,S
2,1,16,S
2,0,-100,S
2,0,-100,S
2,0,-100,S
2,0,-44,S
2,1,100,S
2,1,16,S
2,0,-72,S
2,1,16,S
2,0,-100,S
2,1,72,S
2,0,-16,S
2,0,-16,S
2,1,100,S
2,1,16,S
2,1,100,S
2,1,72,S
2,1,16,S
2,1,100,S
2,1,44,S
2,0,-16,S
2,0,-16,S
2,0,-100,S
2,1,16,S
2,1,72,S
2,1,16,S
2,0,-16,S
2,0,-72,S
2,0,-44,S
2,0,-72,S
2,1,100,S
2,0,-100,S
2,1,100,S
2,1,16,S
2,1,100,S
2,0,-44,S
2,0,-72,S
2,1,44,S
2,0,-72,S
2,0,-72,S
2,1,44,S
2,1,100,S
2,1,16,S
2,0,-44,S
2,0,-72,S
2,1,100,S
2,1,72,S
2,0,-100,S
2,1,100,S
2,0,-16,S
2,0,-72,S
2,1,100,S
2,0,-44,S
2,1,100,S
2,0,-100,S
2,0,16,S
2,1,72,S
2,0,-16,S
2,1,44,S
2,1,44,S
2,1,72,S
2,1,72,S
2,1,16,S
2,1,44,S
2,0,-72,S
2,0,-16,S
2,1,100,S
2,0,-44,S
2,0,-72,S
2,0,-100,S
2,0,-16,S
2,1,16,S
2,1,44,S
2,1,16,S
2,1,44,S
2,1,100,S
2,1,44,S
2,0,-16,S
2,1,72,S
2,1,72,S
2,1,16,S
2,1,72,S
2,1,100,S
2,1,16,S
2,1,44,S
2,0,-72,S
2,1,16,S
2,1,100,S
2,1,16,S
2,0,-72,S
2,1,72,S
2,1,72,S
2,0,-44,S
2,1,44,S
2,0,-16,S
2,1,72,S
2,1,72,S
2,1,100,S
2,1,44,S
2,0,16,S
2,0,-72,S
2,0,-16,S
2,0,-100,S
2,1,16,S
2,1,44,S
2,1,44,S
2,1,100,S
2,1,100,S
2,0,-16,S
2,1,72,S
2,0,-44,S
2,1,16,S
2,0,-72,S
2,1,44,S
2,1,72,S
2,0,-44,S
2,1,100,S
2,1,44,S
2,1,100,S
2,0,16,S
2,1,-16,S
2,0,-100,S
2,0,-44,S
2,1,100,S
2,0,-100,S
2,0,-16,S
2,0,-16,S
2,0,-100,S
2,0,-72,S
2,0,-100,S
2,0,-72,S
2,0,-44,S
2,0,-100,S
2,0,-72,S
2,0,-44,S
2,1,44,S
2,1,72,S
2,1,16,S
2,0,-44,S
2,1,-44,S
2,1,16,S
2,0,-72,S
2,0,-100,S
2,1,100,S
2,1,72,S
2,1,44,S
2,0,-100,S
2,0,-72,S
2,1,100,S
2,1,100,S
2,1,-44,S
2,0,-72,S
2,1,44,S
2,1,16,S
2,1,44,S
2,0,-100,S
2,0,-16,S
2,1,72,S
2,0,-100,S
2,1,16,S
2,0,-16,S
2,1,72,S
2,0,16,S
2,1,72,S
2,0,-44,S
2,0,-72,S
2,1,16,S
2,1,72,S
2,1,72,S
2,0,-72,S
2,1,44,S
2,1,16,S
2,1,72,S
2,1,44,S
2,0,-16,S
2,1,-16,S
2,0,-100,S
2,1,100,S
2,1,100,S
2,1,100,S
2,1,16,S
2,0,-72,S
2,1,72,S
2,1,44,S
2,0,-100,S
2,1,44,S
2,1,16,S
2,1,-16,S
2,0,-100,S
2,1,100,S
2,0,16,S
2,1,72,S
2,0,-100,S
2,1,-16,S
2,0,-100,S
2,1,16,S
2,0,-100,S
2,0,-72,S
2,0,-72,S
2,1,-16,S
2,1,-16,S
2,1,16,S
2,0,-72,S
2,0,-100,S
2,1,72,S
2,0,-16,S
2,0,-72,S
2,1,100,S
2,1,-16,S
2,0,-100,S
2,0,-16,S
2,1,72,S
2,1,16,S
2,1,44,S
2,0,-44,S
2,1,-16,S
2,1,16,S
2,1,72,S
2,0,-72,S
2,1,16,S
2,1,16,S
2,1,-16,S
2,0,-72,S
2,0,-100,S
2,0,-100,S
2,0,-44,S
2,1,44,S
2,0,16,S
2,0,-100,S
2,1,44,S
2,0,-72,S
2,1,-16,S
2,0,-100,S
2,1,44,S
2,1,44,S
2,0,-100,S
2,0,-72,S
2,1,72,S
2,0,-100,S
2,1,72,S
2,1,16,S
2,1,44,S
2,1,100,S
2,0,-72,S
2,0,-16,S
2,0,-16,S
2,0,-100,S
2,0,-16,S
2,1,100,S
2,1,-44,S
2,0,-44,S
2,0,-100,S
2,0,-72,S
2,1,100,S
2,0,-72,S
2,0,-16,S
2,1,72,S
2,1,72,S
2,0,-72,S
2,0,-16,S
2,0,-72,S
2,1,72,S
2,1,-16,S
2,1,100,S
2,1,72,S
2,1,44,S
2,0,-16,S
2,1,44,S
2,0,-16,S
2,0,-16,S
2,0,-72,S
2,0,-16,S
2,1,44,S
2,1,16,S
3,0,-16,S
3,0,-100,S
3,1,44,S
3,1,72,S
3,1,72,S
3,1,44,S
3,1,16,S
3,0,-44,S
3,0,16,S
3,0,-72,S
3,0,-72,S
3,0,-44,S
3,0,-72,S
3,0,-44,S
3,0,-72,S
3,1,16,S
3,0,-72,S
3,0,-16,S
3,1,-16,S
3,0,-44,S
3,0,-100,S
3,0,-44,S
3,1,100,S
3,0,-100,S
3,1,16,S
3,1,72,S
3,0,-100,S
3,0,-100,S
3,1,72,S
3,1,72,S
3,1,100,S
3,0,-72,S
3,1,72,S
3,1,100,S
3,1,-16,S
3,1,-44,S
3,0,-72,S
3,0,-72,S
3,1,16,S
3,1,72,S
3,0,-16,S
3,0,-16,S
3,0,-44,S
3,0,-100,S
3,1,72,S
3,0,-44,S
3,0,-100,S
3,1,100,S
3,0,-100,S
3,0,-44,S
3,0,-44,S
3,1,44,S
3,1,44,S
3,1,44,S
3,1,72,S
3,0,-100,S
3,1,16,S
3,1,100,S
3,1,16,S
3,1,72,S
3,0,-72,S
3,1,44,S
3,1,44,S
3,1,100,S
3,0,-100,S
3,1,72,S
3,1,44,S
3,0,-72,S
3,1,72,S
3,1,72,S
3,0,-16,S
3,1,44,S
3,1,72,S
3,1,100,S
3,0,-100,S
3,0,-16,S
3,0,-44,S
3,1,44,S
3,0,-72,S
3,1,72,S
3,0,-72,S
3,0,-100,S
3,1,100,S
3,1,16,S
3,0,-100,S
3,0,-44,S
3,1,44,S
3,0,-100,S
3,1,72,S
3,0,-44,S
3,1,44,S
3,0,-100,S
3,1,16,S
3,1,44,S
3,0,-16,S
3,1,44,S
3,0,-16,S
3,1,44,S
3,0,-72,S
3,1,44,S
3,0,-16,S
3,0,-16,S
3,1,16,S
3,1,44,S
3,0,-44,S
3,0,-100,S
3,0,-72,S
3,0,-44,S
3,1,100,S
3,1,72,S
3,0,-72,S
3,0,-100,S
3,1,16,S
3,1,-16,S
3,0,-72,S
3,1,16,S
3,0,-100,S
3,0,16,S
3,1,100,S
3,0,-44,S
3,0,-44,S
3,1,72,S
3,1,72,S
3,1,72,S
3,1,72,S
3,1,16,S
3,0,-44,S
3,1,16,S
3,0,-44,S
3,1,72,S
3,0,-16,S
3,1,72,S
3,1,100,S
3,0,-100,S
3,0,-44,S
3,1,16,S
3,0,-100,S
3,1,100,S
3,1,100,S
3,0,-100,S
3,0,-100,S
3,1,44,S
3,1,16,S
3,1,16,S
3,0,-72,S
3,0,-16,S
3,1,100,S
3,0,-44,S
3,1,-16,S
3,1,16,S
3,1,100,S
3,0,-72,S
3,0,-44,S
3,1,44,S
3,0,-72,S
3,1,44,S
3,1,16,S
3,1,100,S
3,0,-16,S
3,0,-44,S
3,1,100,S
3,1,72,S
3,1,72,S
3,0,-16,S
3,1,100,S
3,0,-16,S
2,1,-16,S
2,1,-16,S
2,1,16,S
2,0,-72,S
2,0,-100,S
2,1,72,S
2,0,-16,S
2,0,-72,S
2,1,100,S
2,1,-16,S
2,0,-100,S
2,0,-16,S
2,1,72,S
2,1,16,S
2,1,44,S
2,0,-44,S
2,1,-16,S
2,1,16,S
2,1,72,S
2,0,-72,S
2,1,16,S
2,1,16,S
2,1,-16,S
2,0,-72,S
2,0,-100,S
